student_id,gender,age,study_hours,attendance,performance_score,household_income_bracket,dependents,background,government_assistance,scholarship_eligibility
3634,Female,18,27,90,77.41204312,Mid-Low,1,Rural,0,Eligible
3635,Female,19,27,90,75.00845197,,1,Urban,0,Not Eligible
3636,Female,19,21,90,68.11705045,Mid-High,3,Rural,1,Not Eligible
3637,Female,18,21,90,71.69085809,Mid-High,0,Urban,0,Eligible
3638,Female,20,27,90,77.45534227,Mid-High,3,Urban,0,Not Eligible
3639,Female,21,12,83.33333333,30.08151459,,0,Urban,0,Not Eligible
3640,Female,19,27,90,75.78979002,Mid-High,4,Urban,0,Eligible
3641,Female,21,27,90,72.51012359,Mid-Low,2,Urban,1,Eligible
3642,Female,30,27,90,82.04049435,Mid-High,4,Urban,1,Not Eligible
3643,Female,29,12,83.33333333,33.72775879,Mid-High,0,Rural,0,Not Eligible
3644,Female,24,14,90,59.61609256,High,1,Urban,0,Not Eligible
3645,Female,27,27,90,73.38066439,,3,Rural,0,Not Eligible
3646,Female,23,27,90,80.67315277,Mid-Low,2,Rural,1,Eligible
3647,Female,18,27,90,77.66500131,High,3,Urban,0,Not Eligible
3648,Female,19,27,90,76.65414522,,3,Rural,0,Not Eligible
3649,Female,18,27,90,73.6411104,Mid-Low,3,Rural,1,Eligible
3650,Female,29,14,90,56.97256552,High,0,Urban,0,Not Eligible
3651,Female,24,14,90,63.93461302,High,3,Urban,0,Not Eligible
3652,Female,19,21,90,65.53472822,High,0,Rural,0,Not Eligible
3653,Female,19,21,90,69.16469454,,3,Rural,0,Not Eligible
3654,Female,18,14,90,63.02793534,,0,Urban,0,Not Eligible
3655,Female,19,21,90,67.59062394,Mid-High,4,Urban,0,Eligible
3656,Female,19,27,90,83.0822784,,2,Urban,0,Not Eligible
3657,Female,18,27,90,79.50982725,Mid-High,3,Urban,0,Eligible
3658,Female,24,21,90,66.75556891,Mid-High,2,Urban,0,Not Eligible
3659,Female,28,27,90,73.49460952,,3,Rural,0,Not Eligible
3660,Female,20,14,90,63.28838135,High,2,Urban,0,Not Eligible
3661,Female,19,21,90,69.22655047,Mid-Low,4,Urban,0,Eligible
3662,Female,22,14,90,54.6936629,Mid-High,0,Rural,0,Not Eligible
3663,Female,19,27,90,73.51088739,,3,Urban,0,Not Eligible
3664,Female,36,21,90,71.29709628,,2,Urban,0,Not Eligible
3665,Female,18,14,90,64.85105744,,2,Rural,0,Not Eligible
3666,Female,38,21,90,71.79090192,High,3,Rural,0,Not Eligible
3667,Female,32,14,90,63.35349286,Mid-High,3,Rural,1,Not Eligible
3668,Female,19,27,90,73.6411104,Mid-High,1,Urban,1,Not Eligible
3669,Female,29,14,90,61.57920439,Mid-High,1,Urban,0,Not Eligible
3670,Female,29,14,90,59.20589009,,0,Urban,0,Not Eligible
3671,Female,19,21,90,69.8516209,Mid-Low,5,Rural,1,Eligible
3672,Female,18,27,90,75.46944142,Mid-Low,5,Urban,1,Eligible
3673,Female,25,27,90,73.38066439,High,0,Rural,0,Not Eligible
3674,Female,24,21,90,66.18834755,High,0,Rural,0,Not Eligible
3675,Female,20,27,90,82.37106044,High,3,Urban,0,Not Eligible
3676,Female,20,27,90,80.92226359,Mid-Low,4,Rural,1,Eligible
3677,Female,21,21,90,65.35892716,High,1,Rural,0,Not Eligible
3678,Male,28,14,90,57.42834604,Mid-High,0,Urban,0,Not Eligible
3679,Male,19,21,90,71.55754229,Mid-Low,4,Urban,1,Eligible
3680,Male,18,21,90,70.76676308,Mid-Low,1,Rural,1,Eligible
3681,Male,37,21,90,70.77359979,Mid-High,1,Urban,0,Not Eligible
3682,Male,38,21,90,65.61188535,High,0,Urban,0,Not Eligible
3683,Male,36,14,90,62.16846349,High,3,Urban,0,Not Eligible
3684,Male,24,21,90,67.9112981,Mid-High,1,Urban,0,Not Eligible
3685,Male,39,12,83.33333333,27.34683145,Mid-High,0,Rural,1,Not Eligible
3686,Male,20,14,90,63.3079148,Mid-Low,3,Urban,1,Eligible
3687,Male,19,27,90,80.94662109,High,3,Rural,0,Not Eligible
3688,Male,43,14,90,60.98343413,High,3,Urban,0,Not Eligible
3689,Male,49,21,90,68.18476641,High,2,Rural,0,Not Eligible
3690,Male,18,21,90,71.55754229,Mid-Low,1,Rural,1,Eligible
3691,Male,19,21,90,71.6486984,Mid-Low,1,Urban,1,Eligible
3692,Male,45,12,83.33333333,36.91822246,Mid-Low,2,Urban,0,Eligible
3693,Male,21,14,90,64.16738665,Mid-Low,1,Rural,1,Eligible
3694,Male,19,14,90,63.17118065,High,3,Urban,0,Not Eligible
3695,Male,18,14,90,64.2650539,Mid-High,3,Rural,0,Eligible
3696,Male,22,21,90,67.4392397,Mid-Low,1,Rural,0,Eligible
3697,Male,18,21,90,69.80039985,Mid-Low,2,Urban,1,Eligible
3698,Male,20,27,90,74.93031817,Mid-High,3,Rural,0,Not Eligible
3699,Male,29,12,83.33333333,38.28556403,Mid-High,2,Urban,0,Eligible
3700,Male,29,14,90,62.66982207,High,1,Urban,0,Not Eligible
3701,Male,23,21,90,66.31606626,High,2,Urban,0,Not Eligible
3702,Male,18,12,83.33333333,32.81619774,Mid-High,4,Urban,0,Not Eligible
3703,Male,22,21,90,65.63239548,Mid-High,1,Rural,1,Not Eligible
3704,Male,34,14,90,63.48371586,High,1,Urban,0,Not Eligible
3705,Male,26,27,90,71.96123361,High,0,Rural,0,Not Eligible
3706,Male,24,14,90,62.60471057,Mid-High,4,Rural,0,Not Eligible
3707,Male,17,27,90,77.40129973,Mid-Low,4,Urban,1,Eligible
3708,Male,21,14,90,55.60522395,Mid-High,0,Urban,0,Not Eligible
3709,Male,34,27,90,78.75887457,Mid-High,0,Rural,0,Not Eligible
3710,Male,19,21,90,71.6877653,,2,Rural,0,Not Eligible
3711,Male,49,14,90,62.3507757,Mid-High,0,Urban,0,Not Eligible
3712,Male,23,21,90,66.01525112,,3,Rural,0,Not Eligible
3713,Male,18,21,90,70.55482514,,2,Urban,0,Not Eligible
3714,Male,20,21,90,71.58033132,Mid-High,2,Urban,0,Not Eligible
3715,Male,19,27,90,74.20106933,High,1,Rural,0,Not Eligible
3716,Male,24,27,90,72.3171765,High,1,Urban,0,Not Eligible
3717,Male,18,27,90,77.66500131,Mid-High,3,Urban,1,Not Eligible
3718,Male,30,12,83.33333333,30.08151459,Mid-High,4,Rural,0,Not Eligible
3719,Male,19,14,90,62.21404155,Mid-High,4,Rural,1,Not Eligible
3720,Male,20,21,90,70.64598124,High,1,Rural,0,Not Eligible
3721,Male,39,21,90,68.36707862,Mid-High,2,Urban,1,Not Eligible
3722,Male,19,27,90,74.56569375,,1,Urban,0,Not Eligible
3723,Male,38,14,90,59.70724866,Mid-High,4,Urban,0,Not Eligible
3724,Male,18,27,90,72.56025944,Mid-Low,3,Rural,1,Eligible
3725,Male,18,27,90,73.01603997,Mid-Low,5,Rural,1,Eligible
3726,Male,23,27,90,73.74528881,High,3,Rural,0,Not Eligible
3727,Male,21,21,90,67.61504076,High,1,Rural,0,Not Eligible
3728,Male,22,21,90,67.45551757,,1,Urban,0,Not Eligible
3729,Male,20,27,90,93.56523046,High,2,Urban,0,Not Eligible
3730,Male,19,27,90,72.10447892,Mid-High,4,Urban,0,Not Eligible
3731,Male,20,27,90,73.6801773,High,0,Rural,0,Not Eligible
3732,Male,25,14,90,62.80655623,,3,Urban,0,Not Eligible
3733,Male,19,21,90,67.84618659,Mid-High,4,Urban,0,Not Eligible
3734,Male,20,27,90,74.10991323,Mid-High,0,Urban,0,Not Eligible
3735,Male,33,12,83.33333333,35.71496187,Mid-High,3,Rural,0,Not Eligible
3736,Male,19,27,90,75.08984135,High,3,Rural,0,Not Eligible
3737,Male,24,27,90,87.50986064,High,1,Urban,0,Not Eligible
3738,Male,26,14,90,58.33990709,Mid-Low,3,Rural,1,Eligible
3739,Male,38,27,90,79.3058112,High,0,Urban,0,Not Eligible
3740,Male,20,27,90,76.02419143,Mid-Low,4,Urban,1,Eligible
3741,Male,20,27,90,73.5759989,Mid-High,4,Urban,1,Not Eligible
3742,Male,18,27,90,88.05679727,,3,Rural,0,Not Eligible
3743,Male,28,14,90,57.11581083,,1,Urban,0,Not Eligible
3744,Male,20,27,90,73.12021837,Mid-Low,2,Urban,1,Eligible
3745,Male,18,27,90,79.69648022,High,2,Urban,0,Not Eligible
3746,Male,19,14,90,56.6079411,,0,Urban,0,Not Eligible
3747,Male,24,14,90,56.06100447,High,0,Urban,0,Not Eligible
3748,Male,20,27,90,81.1289333,Mid-Low,2,Urban,1,Eligible
3749,Male,21,21,90,71.71706547,,3,Rural,0,Not Eligible
3750,Male,24,21,90,70.90642726,,1,Rural,0,Not Eligible
3751,Male,39,27,90,72.10013815,Mid-High,2,Urban,0,Not Eligible
3752,Male,25,27,90,72.46910334,,3,Rural,0,Not Eligible
3753,Male,21,27,90,76.11534753,Mid-Low,1,Rural,1,Eligible
3754,Male,18,27,90,71.94560685,High,0,Rural,0,Not Eligible
3755,Male,27,21,90,69.73442019,,0,Urban,0,Not Eligible
3756,Male,18,21,90,67.82014199,,2,Urban,0,Not Eligible
3757,Male,19,14,90,62.62424402,Mid-High,2,Rural,1,Not Eligible
3758,Male,19,21,90,69.05074941,Mid-High,3,Rural,0,Not Eligible
3759,Male,22,21,90,71.32965203,Mid-High,1,Urban,0,Not Eligible
3760,Female,18,21,90,69.64326409,Mid-Low,1,Urban,1,Eligible
3761,Female,23,27,90,80.92176033,Mid-High,0,Rural,0,Not Eligible
3762,Male,18,21,90,70.64598124,High,2,Urban,0,Not Eligible
3763,Male,18,21,90,70.19020072,Mid-High,4,Urban,0,Not Eligible
3764,Male,20,21,90,65.63239548,High,1,Urban,0,Not Eligible
3765,Male,20,21,90,69.87115435,Mid-High,4,Urban,0,Not Eligible
3766,Male,21,14,90,62.3507757,,0,Urban,0,Not Eligible
3767,Male,20,27,90,83.0562338,,2,Urban,0,Not Eligible
3768,Male,19,21,90,65.90586379,Mid-High,3,Urban,1,Not Eligible
3769,Male,20,27,90,78.00358113,High,0,Urban,0,Not Eligible
3770,Male,19,21,90,66.99973705,High,3,Urban,0,Not Eligible
3771,Male,24,21,90,68.30196712,Mid-High,1,Urban,1,Not Eligible
3772,Male,18,21,90,65.11150345,Mid-High,3,Urban,0,Not Eligible
3773,Male,18,27,90,79.85274783,Mid-High,3,Urban,0,Eligible
3774,Female,18,27,90,72.01332282,Mid-High,3,Urban,0,Not Eligible
3775,Female,21,27,90,73.38066439,Mid-Low,3,Urban,1,Eligible
3776,Female,18,14,90,63.58138312,High,2,Urban,0,Not Eligible
3777,Female,18,27,90,85.30892904,Mid-Low,4,Rural,1,Eligible
3778,Female,23,12,83.33333333,30.08151459,High,2,Urban,0,Not Eligible
3779,Female,21,14,90,64.03716364,High,1,Rural,0,Not Eligible
3780,Female,26,14,90,61.72570527,,0,Urban,0,Not Eligible
3781,Female,18,14,90,63.90042949,Mid-Low,2,Rural,1,Eligible
3782,Female,19,27,90,76.89668557,Mid-High,0,Urban,0,Eligible
3783,Female,20,21,90,69.34375117,Mid-High,2,Urban,1,Eligible
3784,Female,33,21,90,69.50652993,High,1,Urban,0,Not Eligible
3785,Female,21,27,90,81.67586993,High,1,Rural,0,Not Eligible
3786,Female,33,21,90,69.7995317,Mid-High,4,Urban,0,Not Eligible
3787,Female,18,27,90,77.5692874,Mid-High,3,Rural,0,Not Eligible
3788,Female,18,27,90,74.61778295,Mid-Low,1,Urban,1,Eligible
3789,Female,20,21,90,71.55754229,Mid-High,0,Rural,0,Eligible
3790,Female,20,21,90,70.19020072,Mid-High,4,Rural,0,Eligible
3791,Female,19,14,90,64.39527691,Mid-High,4,Rural,0,Eligible
3792,Female,21,21,90,68.62752464,Mid-High,3,Rural,0,Not Eligible
3793,Female,26,21,90,67.13647121,Mid-High,2,Urban,0,Not Eligible
3794,Female,18,21,90,67.42947297,Mid-High,1,Urban,0,Not Eligible
3795,Female,27,14,90,59.25146814,High,3,Urban,0,Not Eligible
3796,Female,20,21,90,71.03960988,Mid-Low,2,Urban,1,Eligible
3797,Female,18,27,90,77.73336839,Mid-Low,2,Urban,0,Eligible
3798,Female,20,21,90,66.60472726,High,2,Urban,0,Not Eligible
3799,Female,20,21,90,70.19020072,Mid-High,3,Rural,1,Eligible
3800,Female,19,21,90,70.19020072,Mid-Low,2,Urban,1,Eligible
3801,Female,20,27,90,75.86792382,High,0,Urban,0,Not Eligible
3802,Female,20,21,90,69.00517136,Mid-High,0,Urban,1,Eligible
3803,Female,20,21,90,70.41809098,High,0,Rural,0,Not Eligible
3804,Female,18,27,90,75.30145374,High,0,Urban,0,Not Eligible
3805,Female,18,21,90,68.18476641,Mid-High,4,Urban,0,Not Eligible
3806,Female,19,21,90,69.06377171,Mid-High,2,Rural,0,Eligible
3807,Female,19,27,90,75.21225098,Mid-High,1,Urban,0,Not Eligible
3808,Male,43,21,90,68.41591225,High,0,Rural,0,Not Eligible
3809,Male,47,27,90,76.63949514,,0,Rural,0,Not Eligible
3810,Female,19,21,90,69.27863967,Mid-High,4,Urban,1,Eligible
3811,Female,20,21,90,68.32150057,Mid-High,0,Rural,0,Not Eligible
3812,Female,19,27,90,76.11534753,Mid-Low,2,Rural,1,Eligible
3813,Female,19,27,90,83.40783592,Mid-High,2,Urban,1,Not Eligible
3814,Female,19,27,90,74.22711393,Mid-High,3,Urban,0,Not Eligible
3815,Female,39,21,90,69.96231046,Mid-Low,4,Urban,0,Eligible
3816,Female,22,14,90,60.54284629,Mid-High,0,Rural,0,Not Eligible
3817,Female,19,12,83.33333333,35.55088088,,0,Urban,0,Not Eligible
3818,Female,22,27,90,85.23095802,High,0,Rural,0,Not Eligible
3819,Male,26,14,90,60.70996582,Mid-High,0,Urban,1,Not Eligible
3820,Male,30,14,90,61.53037076,High,3,Rural,0,Not Eligible
3821,Male,24,27,90,86.45505428,,1,Rural,0,Not Eligible
3822,Male,26,14,90,61.40606698,Mid-High,0,Urban,0,Not Eligible
3823,Male,19,12,83.33333333,32.81619774,High,3,Urban,0,Not Eligible
3824,Male,34,21,90,65.22219301,Mid-High,1,Rural,1,Not Eligible
3825,Male,33,27,90,73.83644491,High,2,Urban,0,Not Eligible
3826,Male,19,14,90,61.12016829,High,2,Rural,0,Not Eligible
3827,Male,26,14,90,57.42834604,High,2,Urban,0,Not Eligible
3828,Male,29,12,83.33333333,38.28556403,High,0,Rural,0,Not Eligible
3829,Male,19,21,90,68.64054694,Mid-Low,3,Rural,1,Eligible
3830,Male,29,14,90,63.80927338,Mid-High,4,Urban,1,Not Eligible
3831,Male,21,21,90,65.81470769,High,1,Rural,0,Not Eligible
3832,Male,20,21,90,67.64189925,,3,Urban,0,Not Eligible
3833,Male,18,21,90,66.27048821,Mid-High,3,Rural,0,Not Eligible
3834,Male,21,21,90,69.55210798,Mid-Low,3,Urban,1,Eligible
3835,Male,19,27,90,77.02690858,High,3,Urban,0,Not Eligible
3836,Male,30,27,90,72.87930581,High,1,Rural,0,Not Eligible
3837,Male,22,14,90,61.3936366,Mid-High,4,Rural,0,Eligible
3838,Male,19,21,90,66.90858094,Mid-High,3,Urban,0,Not Eligible
3839,Male,21,14,90,64.49294417,High,0,Rural,0,Not Eligible
3840,Male,27,14,90,57.6562363,Mid-High,4,Rural,0,Not Eligible
3841,Male,21,12,83.33333333,28.71417302,High,3,Rural,0,Not Eligible
3842,Male,18,12,83.33333333,36.91822246,,3,Urban,0,Not Eligible
3843,Male,30,12,83.33333333,27.34683145,High,3,Urban,0,Not Eligible
3844,Male,18,14,90,61.98615128,Mid-High,2,Urban,0,Not Eligible
3845,Male,18,21,90,66.86300289,Mid-Low,2,Rural,0,Eligible
3846,Male,22,14,90,63.08002454,,0,Urban,0,Not Eligible
3847,Male,20,27,90,77.25479884,High,1,Rural,0,Not Eligible
3848,Male,42,27,90,78.36110248,Mid-High,0,Rural,1,Not Eligible
3849,Male,21,27,90,79.3058112,,3,Urban,0,Not Eligible
3850,Male,23,21,90,67.50109563,,3,Urban,0,Not Eligible
3851,Male,21,27,90,73.01603997,High,0,Urban,0,Not Eligible
3852,Male,40,21,90,68.59496888,Mid-Low,2,Rural,0,Eligible
3853,Male,22,14,90,61.3936366,Mid-High,4,Urban,0,Not Eligible
3854,Male,19,27,90,72.19563502,Mid-High,1,Rural,0,Not Eligible
3855,Male,24,21,90,70.64598124,Mid-Low,2,Urban,1,Eligible
3856,Male,21,14,90,62.44193181,High,0,Rural,0,Not Eligible
3857,Male,18,12,83.33333333,31.44885617,Mid-High,2,Urban,1,Not Eligible
3858,Male,24,27,90,72.53421484,Mid-High,3,Urban,0,Not Eligible
3859,Male,28,27,90,73.18532988,Mid-Low,3,Urban,0,Eligible
3860,Female,19,27,90,75.20378648,Mid-Low,3,Rural,1,Eligible
3861,Female,28,27,90,82.11862815,,1,Urban,0,Not Eligible
3862,Female,19,21,90,70.16513279,Mid-Low,4,Rural,1,Eligible
3863,Female,21,12,83.33333333,37.60189324,High,2,Urban,0,Not Eligible
3864,Female,19,27,90,76.22733932,,1,Rural,0,Not Eligible
3865,Female,20,27,90,80.08063809,,1,Rural,0,Not Eligible
3866,Female,18,21,90,65.26777106,Mid-High,0,Rural,1,Not Eligible
3867,Female,20,27,90,81.2200894,Mid-High,1,Urban,0,Not Eligible
3868,Female,18,27,90,80.15280334,High,1,Urban,0,Not Eligible
3869,Female,58,21,90,65.63239548,High,0,Rural,0,Not Eligible
3870,Female,18,27,90,73.67373126,,3,Urban,0,Not Eligible
3871,Female,20,21,90,65.08545885,,2,Rural,0,Not Eligible
3872,Female,29,14,90,64.80598024,High,2,Rural,0,Not Eligible
3873,Female,20,14,90,62.44193181,Mid-High,1,Urban,0,Eligible
3874,Female,22,21,90,71.7352967,Mid-Low,1,Urban,1,Eligible
3875,Female,19,12,83.33333333,30.99307564,,1,Urban,0,Not Eligible
3876,Female,23,21,90,68.91401525,,3,Urban,0,Not Eligible
3877,Female,18,27,90,72.10447892,Mid-Low,1,Rural,1,Eligible
3878,Female,20,21,90,66.36164432,,3,Rural,0,Not Eligible
3879,Female,19,27,90,73.6411104,Mid-Low,2,Urban,1,Eligible
3880,Female,18,27,90,74.68289446,Mid-Low,1,Rural,1,Eligible
3881,Female,29,21,90,68.36707862,Mid-High,3,Urban,0,Not Eligible
3882,Female,20,27,90,72.12726795,Mid-High,4,Urban,0,Not Eligible
3883,Female,19,21,90,70.64598124,High,2,Urban,0,Not Eligible
3884,Female,23,27,90,73.5629766,,0,Rural,0,Not Eligible
3885,Female,25,21,90,67.45551757,High,0,Rural,0,Not Eligible
3886,Female,18,27,90,71.94560685,High,3,Urban,0,Not Eligible
3887,Female,19,21,90,70.19020072,Mid-Low,5,Urban,1,Eligible
3888,Female,18,21,90,69.14841666,High,1,Urban,0,Not Eligible
3889,Female,19,21,90,70.35167725,Mid-High,2,Rural,0,Eligible
3890,Female,36,27,90,73.15277413,,0,Urban,0,Not Eligible
3891,Male,20,14,90,64.72083443,Mid-Low,4,Urban,1,Eligible
3892,Male,18,12,83.33333333,30.08151459,High,2,Rural,0,Not Eligible
3893,Male,19,14,90,62.44193181,High,3,Urban,0,Not Eligible
3894,Male,20,21,90,70.64598124,,2,Urban,0,Not Eligible
3895,Male,18,27,90,76.75283256,,0,Urban,0,Not Eligible
3896,Male,20,14,90,59.25146814,Mid-High,3,Rural,1,Not Eligible
3897,Male,18,27,90,74.38338154,High,3,Rural,0,Not Eligible
3898,Male,18,21,90,69.38281808,High,3,Urban,0,Not Eligible
3899,Male,19,27,90,76.86412982,High,0,Urban,0,Not Eligible
3900,Female,19,27,90,74.07084632,Mid-Low,5,Urban,1,Eligible
3901,Female,39,21,90,67.88959426,Mid-Low,3,Urban,1,Eligible
3902,Female,30,21,90,67.84618659,,0,Urban,0,Not Eligible
3903,Female,18,14,90,56.74467526,High,0,Urban,0,Not Eligible
3904,Female,38,14,90,56.74467526,High,3,Urban,0,Not Eligible
3905,Female,55,27,90,72.92488386,Mid-High,2,Rural,0,Not Eligible
3906,Female,53,21,90,71.58435291,Mid-High,3,Urban,1,Not Eligible
3907,Female,54,21,90,69.32421772,High,3,Rural,0,Not Eligible
3908,Female,18,21,90,70.33605049,Mid-Low,4,Urban,1,Eligible
3909,Female,44,21,90,65.63239548,,1,Urban,0,Not Eligible
3910,Female,28,21,90,66.24010284,High,1,Urban,0,Not Eligible
3911,Female,37,27,90,91.3632778,Mid-High,4,Urban,0,Not Eligible
3912,Female,20,21,90,65.93624916,High,2,Rural,0,Not Eligible
3913,Female,18,21,90,69.49171707,High,3,Rural,0,Not Eligible
3914,Male,23,21,90,67.868857,Mid-High,2,Urban,0,Eligible
3915,Male,22,21,90,66.99973705,Mid-High,2,Rural,0,Not Eligible
3916,Male,18,27,90,82.04049435,,0,Rural,0,Not Eligible
3917,Male,24,21,90,69.05074941,High,1,Urban,0,Not Eligible
3918,Male,18,12,83.33333333,41.02024717,High,2,Urban,0,Not Eligible
3919,Male,27,21,90,71.32965203,High,2,Urban,0,Not Eligible
3920,Male,20,21,90,70.55482514,Mid-Low,5,Rural,1,Eligible
3921,Male,19,12,83.33333333,38.28556403,High,2,Urban,0,Not Eligible
3922,Male,18,27,90,84.77517749,Mid-High,1,Urban,0,Eligible
3923,Male,18,21,90,67.63262086,High,3,Urban,0,Not Eligible
3924,Male,19,27,90,72.33236918,Mid-High,3,Urban,0,Not Eligible
3925,Male,34,14,90,63.67905037,,3,Rural,0,Not Eligible
3926,Male,19,27,90,72.01332282,Mid-High,2,Urban,0,Eligible
3927,Male,30,21,90,65.08545885,,2,Urban,0,Not Eligible
3928,Male,19,14,90,58.33990709,High,2,Rural,0,Not Eligible
3929,Male,21,14,90,54.6936629,Mid-High,2,Urban,0,Not Eligible
3930,Male,19,14,90,62.44193181,Mid-Low,2,Urban,1,Eligible
3931,Male,20,14,90,63.12560259,Mid-High,4,Rural,0,Not Eligible
3932,Male,35,12,83.33333333,32.13252695,High,1,Rural,0,Not Eligible
3933,Male,21,27,90,73.28950828,High,2,Urban,0,Not Eligible
3934,Male,26,12,83.33333333,32.81619774,,2,Urban,0,Not Eligible
3935,Male,28,14,90,64.23466854,High,1,Rural,0,Not Eligible
3936,Male,55,21,90,65.08545885,High,1,Rural,0,Not Eligible
3937,Male,39,12,83.33333333,30.08151459,Mid-High,3,Rural,0,Not Eligible
3938,Male,35,14,90,58.27479559,,2,Rural,0,Not Eligible
3939,Male,32,12,83.33333333,30.08151459,,1,Urban,0,Not Eligible
3940,Male,20,27,90,91.61188535,,2,Rural,0,Not Eligible
3941,Male,36,27,90,73.21137448,Mid-High,1,Urban,0,Not Eligible
3942,Male,34,27,90,79.54997934,Mid-Low,3,Rural,1,Eligible
3943,Male,42,14,90,57.42834604,Mid-Low,5,Rural,0,Eligible
3944,Male,25,14,90,62.21404155,High,3,Urban,0,Not Eligible
3945,Male,18,12,83.33333333,30.08151459,Mid-High,4,Urban,1,Eligible
3946,Male,18,21,90,67.9112981,Mid-Low,5,Urban,1,Eligible
3947,Male,19,14,90,62.8488787,High,3,Urban,0,Not Eligible
3948,Male,34,14,90,62.44193181,Mid-High,2,Urban,0,Not Eligible
3949,Male,21,27,90,79.52458585,Mid-High,2,Rural,0,Not Eligible
3950,Male,19,21,90,68.82285915,,2,Urban,0,Not Eligible
3951,Male,31,21,90,68.82285915,Mid-High,3,Urban,0,Not Eligible
3952,Male,21,27,90,79.53370146,,2,Rural,0,Not Eligible
3953,Male,20,21,90,65.74634061,Mid-High,1,Urban,0,Eligible
3954,Male,22,21,90,69.64326409,Mid-High,0,Rural,1,Not Eligible
3955,Male,19,12,83.33333333,34.18353931,Mid-High,1,Urban,0,Not Eligible
3956,Female,19,27,90,74.42244844,High,2,Urban,0,Not Eligible
3957,Female,19,27,90,74.10991323,Mid-High,1,Urban,1,Eligible
3958,Female,35,14,90,62.2596196,,3,Rural,0,Not Eligible
3959,Female,22,27,90,78.91514218,High,0,Urban,0,Not Eligible
3960,Female,20,27,90,78.85003068,Mid-High,0,Urban,0,Eligible
3961,Female,18,14,90,60.45603095,High,2,Urban,0,Not Eligible
3962,Female,18,14,90,58.65895346,Mid-Low,2,Rural,1,Eligible
3963,Female,30,27,90,85.73622328,Mid-High,3,Urban,0,Not Eligible
3964,Female,19,14,90,57.83854851,Mid-High,1,Rural,0,Eligible
3965,Female,19,27,90,72.01332282,Mid-High,2,Rural,0,Not Eligible
3966,Female,21,27,90,72.1077345,Mid-High,1,Urban,0,Eligible
3967,Female,21,21,90,69.73442019,,1,Urban,0,Not Eligible
3968,Female,18,27,90,75.4642325,High,3,Urban,0,Not Eligible
3969,Female,18,27,90,73.15277413,Mid-High,4,Urban,0,Eligible
3970,Female,35,14,90,61.53037076,Mid-High,4,Rural,1,Not Eligible
3971,Female,21,27,90,74.02787273,,1,Urban,0,Not Eligible
3972,Male,18,27,90,72.10447892,Mid-Low,5,Urban,0,Eligible
3973,Male,22,12,83.33333333,30.08151459,Mid-High,3,Urban,0,Not Eligible
3974,Male,20,21,90,67.33815409,Mid-High,0,Urban,0,Eligible
3975,Female,34,21,90,68.91401525,Mid-High,1,Urban,1,Not Eligible
3976,Female,33,21,90,65.22219301,Mid-High,3,Rural,1,Not Eligible
3977,Female,22,27,90,76.02419143,Mid-High,3,Urban,0,Eligible
3978,Female,20,14,90,61.53037076,Mid-Low,4,Urban,0,Eligible
3979,Female,35,21,90,71.25802938,,1,Urban,0,Not Eligible
3980,Female,39,14,90,58.33990709,Mid-High,2,Urban,0,Not Eligible
3981,Female,36,14,90,61.07459024,Mid-Low,2,Urban,1,Eligible
3982,Female,21,27,90,76.33672664,Mid-Low,2,Rural,1,Eligible
3983,Female,22,21,90,71.55754229,,1,Urban,0,Not Eligible
3984,Female,42,27,90,78.26402715,Mid-High,0,Rural,0,Eligible
3985,Female,20,14,90,63.62696117,High,3,Rural,0,Not Eligible
3986,Female,33,27,90,85.36118102,,1,Urban,0,Not Eligible
3987,Female,34,21,90,66.78703947,Mid-High,4,Rural,0,Not Eligible
3988,Female,24,21,90,68.36707862,Mid-Low,3,Urban,0,Eligible
3989,Female,18,21,90,70.19020072,High,1,Urban,0,Not Eligible
3990,Female,21,21,90,70.6095188,Mid-High,0,Urban,1,Not Eligible
3991,Female,19,14,90,60.16302919,Mid-Low,3,Rural,0,Eligible
3992,Female,19,27,90,72.51354194,Mid-High,3,Urban,0,Eligible
3993,Female,18,21,90,68.09361031,Mid-Low,5,Rural,0,Eligible
3994,Female,38,21,90,70.79790808,Mid-Low,4,Urban,1,Eligible
3995,Male,21,14,90,63.56895274,,1,Urban,0,Not Eligible
3996,Male,23,12,83.33333333,27.34683145,,3,Urban,0,Not Eligible
3997,Female,19,27,90,78.4375493,Mid-High,2,Rural,0,Not Eligible
3998,Female,24,14,90,63.03444649,Mid-High,4,Urban,0,Not Eligible
3999,Female,18,27,90,74.81311746,High,3,Urban,0,Not Eligible
4000,Female,26,21,90,71.28407398,Mid-High,2,Urban,0,Not Eligible
4001,Female,19,14,90,54.6936629,Mid-High,0,Urban,0,Not Eligible
4002,Female,22,14,90,64.2650539,Mid-High,4,Urban,0,Not Eligible
4003,Female,19,27,90,80.22561971,High,3,Urban,0,Not Eligible
4004,Female,20,27,90,80.17993314,Mid-High,0,Urban,0,Not Eligible
4005,Female,36,21,90,66.65790166,High,1,Urban,0,Not Eligible
4006,Female,18,27,90,76.96179708,Mid-High,4,Urban,0,Eligible
4007,Female,43,21,90,65.63239548,Mid-High,1,Rural,0,Eligible
4008,Female,21,27,90,78.85003068,Mid-Low,3,Urban,1,Eligible
4009,Female,19,27,90,77.74313512,Mid-Low,3,Urban,1,Eligible
4010,Female,22,14,90,60.16302919,Mid-High,3,Rural,0,Not Eligible
