student_id,gender,age,study_hours,attendance,performance_score,household_income_bracket,dependents,background,government_assistance,scholarship_eligibility,eligibility_numeric,time_period
2772,Male,20.0,21,90.0,67.09089315,High,2,Urban,0,Not Eligible,0,2024-s1
2773,Male,35.0,27,90.0,87.96564116,,1,Urban,0,Not Eligible,0,2024-s1
2774,Male,19.0,21,90.0,66.41373352,Mid-High,4,Urban,1,Eligible,1,2024-s1
2775,Male,20.0,14,90.0,62.21404155,,0,Urban,0,Not Eligible,0,2024-s1
2776,Male,19.0,14,90.0,57.42834604,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
2777,Male,29.0,12,83.33333333,34.18353931,Mid-High,2,Rural,0,Not Eligible,0,2024-s1
2778,Male,24.0,21,90.0,65.34373448,High,3,Urban,0,Not Eligible,0,2024-s1
2779,Male,19.0,14,90.0,64.81199053,Mid-High,4,Urban,0,Not Eligible,0,2024-s1
2780,Male,20.0,27,90.0,77.30363247,Mid-High,3,Urban,0,Eligible,1,2024-s1
2781,Male,22.0,12,83.33333333,36.46244193,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
2782,Male,22.0,14,90.0,62.63726632,Mid-High,4,Urban,0,Eligible,1,2024-s1
2783,Male,18.0,21,90.0,71.6486984,Mid-High,2,Rural,1,Not Eligible,0,2024-s1
2784,Male,19.0,27,90.0,72.92488386,,0,Urban,0,Not Eligible,0,2024-s1
2785,Male,19.0,21,90.0,67.19507156,High,0,Rural,0,Not Eligible,0,2024-s1
2786,Male,21.0,27,90.0,83.27761291,High,2,Urban,0,Not Eligible,0,2024-s1
2787,Male,19.0,14,90.0,64.53852222,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
2788,Male,18.0,27,90.0,73.92760102,High,1,Urban,0,Not Eligible,0,2024-s1
2789,Male,19.0,14,90.0,61.80383907,High,1,Urban,0,Not Eligible,0,2024-s1
2790,Male,25.0,27,90.0,77.02690858,Mid-High,2,Urban,1,Not Eligible,0,2024-s1
2791,Male,22.0,27,90.0,80.21737225,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
2792,Male,24.0,21,90.0,69.69535329,High,3,Urban,0,Not Eligible,0,2024-s1
2793,Male,19.0,21,90.0,68.65031366,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
2794,Male,18.0,21,90.0,65.40450522,High,1,Rural,0,Not Eligible,0,2024-s1
2795,Male,19.0,27,90.0,81.68889223,Mid-Low,4,Rural,0,Eligible,1,2024-s1
2796,Male,19.0,14,90.0,56.06100447,,1,Urban,0,Not Eligible,0,2024-s1
2797,Male,19.0,27,90.0,72.01332282,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
2798,Male,47.0,27,90.0,76.02419143,High,2,Urban,0,Not Eligible,0,2024-s1
2799,Male,28.0,12,83.33333333,27.34683145,High,3,Rural,0,Not Eligible,0,2024-s1
2800,Male,20.0,14,90.0,63.35349286,Mid-High,0,Rural,1,Not Eligible,0,2024-s1
2801,Male,18.0,14,90.0,61.98615128,Mid-High,3,Rural,1,Eligible,1,2024-s1
2802,Male,21.0,12,83.33333333,0.0,Mid-High,4,Urban,0,Eligible,1,2024-s1
2803,Male,19.0,21,90.0,70.41809098,High,1,Rural,0,Not Eligible,0,2024-s1
2804,Male,24.0,14,90.0,61.98615128,,1,Rural,0,Not Eligible,0,2024-s1
2805,Male,28.0,21,90.0,68.91401525,,3,Urban,0,Not Eligible,0,2024-s1
2806,Male,37.0,14,90.0,60.39091945,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
2807,Male,18.0,27,90.0,74.84583599,Mid-Low,1,Urban,0,Eligible,1,2024-s1
2808,Male,48.0,14,90.0,54.6936629,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
2809,Male,21.0,21,90.0,71.10176177,,1,Rural,0,Not Eligible,0,2024-s1
2810,Male,19.0,21,90.0,68.21732216,Mid-Low,5,Urban,0,Eligible,1,2024-s1
2811,Male,18.0,27,90.0,73.42624244,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
2812,Male,22.0,27,90.0,72.01332282,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
2813,Male,25.0,14,90.0,64.82442091,High,3,Rural,0,Not Eligible,0,2024-s1
2814,Male,27.0,27,90.0,76.29765974,High,1,Rural,0,Not Eligible,0,2024-s1
2815,Male,54.0,27,90.0,76.70135106,High,3,Rural,0,Not Eligible,0,2024-s1
2816,Male,25.0,21,90.0,67.3104965,High,2,Rural,0,Not Eligible,0,2024-s1
2817,Male,20.0,14,90.0,60.61880971,,1,Urban,0,Not Eligible,0,2024-s1
2818,Male,28.0,21,90.0,67.45551757,Mid-High,2,Urban,1,Not Eligible,0,2024-s1
2819,Male,41.0,21,90.0,71.16687327,High,1,Rural,0,Not Eligible,0,2024-s1
2820,Male,19.0,21,90.0,70.66225912,Mid-Low,2,Urban,0,Eligible,1,2024-s1
2821,Male,22.0,12,83.33333333,31.44885617,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
2822,Male,34.0,12,83.33333333,36.91822246,,3,Urban,0,Not Eligible,0,2024-s1
2823,Male,28.0,27,90.0,82.28910191,High,2,Rural,0,Not Eligible,0,2024-s1
2824,Male,42.0,21,90.0,66.17933211,High,2,Urban,0,Not Eligible,0,2024-s1
2825,Male,50.0,27,90.0,72.46910334,High,3,Rural,0,Not Eligible,0,2024-s1
2826,Male,18.0,14,90.0,63.76369533,High,1,Rural,0,Not Eligible,0,2024-s1
2827,Male,59.0,12,83.33333333,0.0,,1,Urban,0,Not Eligible,0,2024-s1
2828,Male,23.0,21,90.0,71.46638619,Mid-High,2,Urban,0,Eligible,1,2024-s1
2829,Male,44.0,14,90.0,61.46525926,Mid-High,4,Rural,0,Not Eligible,0,2024-s1
2830,Male,22.0,14,90.0,60.61880971,High,1,Rural,0,Not Eligible,0,2024-s1
2831,Male,49.0,27,90.0,72.72954935,,1,Urban,0,Not Eligible,0,2024-s1
2832,Male,23.0,21,90.0,71.32965203,Mid-High,3,Rural,1,Not Eligible,0,2024-s1
2833,Male,19.0,14,90.0,61.25690245,,0,Urban,0,Not Eligible,0,2024-s1
2834,Male,47.0,12,83.33333333,33.20686676,Mid-High,4,Urban,0,Not Eligible,0,2024-s1
2835,Male,28.0,21,90.0,69.3693833,Mid-High,3,Rural,1,Not Eligible,0,2024-s1
2836,Male,21.0,14,90.0,60.84669997,High,1,Urban,0,Not Eligible,0,2024-s1
2837,Male,21.0,14,90.0,59.70724866,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
2838,Male,21.0,21,90.0,66.17933211,High,1,Rural,0,Not Eligible,0,2024-s1
2839,Male,20.0,21,90.0,68.17174411,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
2840,Male,40.0,21,90.0,66.72626874,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
2841,Male,22.0,27,90.0,76.71762894,Mid-Low,3,Urban,1,Eligible,1,2024-s1
2842,Male,19.0,14,90.0,63.71811728,High,1,Urban,0,Not Eligible,0,2024-s1
2843,Male,30.0,27,90.0,77.93846963,High,1,Urban,0,Not Eligible,0,2024-s1
2844,Male,19.0,14,90.0,59.61609256,High,0,Rural,0,Not Eligible,0,2024-s1
2845,Male,22.0,21,90.0,68.36707862,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
2846,Male,19.0,21,90.0,71.55754229,High,0,Rural,0,Not Eligible,0,2024-s1
2847,Male,19.0,27,90.0,78.08497051,,1,Rural,0,Not Eligible,0,2024-s1
2848,Male,22.0,12,83.33333333,27.34683145,,3,Rural,0,Not Eligible,0,2024-s1
2849,Male,22.0,14,90.0,61.25690245,Mid-High,0,Urban,1,Not Eligible,0,2024-s1
2850,Male,19.0,14,90.0,63.58138312,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
2851,Male,23.0,27,90.0,76.57112806,High,3,Urban,0,Not Eligible,0,2024-s1
2852,Male,18.0,14,90.0,63.26233675,High,3,Rural,0,Not Eligible,0,2024-s1
2853,Male,22.0,14,90.0,59.25146814,Mid-High,2,Urban,0,Eligible,1,2024-s1
2854,Male,19.0,27,90.0,72.59932635,High,3,Urban,0,Not Eligible,0,2024-s1
2855,Male,22.0,21,90.0,65.17661495,Mid-High,4,Urban,0,Eligible,1,2024-s1
2856,Male,39.0,12,83.33333333,0.0,High,1,Rural,0,Not Eligible,0,2024-s1
2857,Male,18.0,27,90.0,74.38338154,Mid-High,0,Urban,0,Eligible,1,2024-s1
2858,Male,19.0,27,90.0,76.18045904,Mid-Low,1,Rural,1,Eligible,1,2024-s1
2859,Male,18.0,21,90.0,70.77132089,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
2860,Male,18.0,12,83.33333333,34.8672101,Mid-High,0,Urban,0,Eligible,1,2024-s1
2861,Male,22.0,27,90.0,79.57927952,,2,Urban,0,Not Eligible,0,2024-s1
2862,Male,18.0,27,90.0,84.77517749,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
2863,Male,31.0,27,90.0,80.21737225,,0,Rural,0,Not Eligible,0,2024-s1
2864,Male,20.0,27,90.0,77.74313512,,0,Urban,0,Not Eligible,0,2024-s1
2865,Male,50.0,12,83.33333333,33.49986852,,3,Urban,0,Not Eligible,0,2024-s1
2866,Male,38.0,27,90.0,88.87720221,Mid-High,3,Rural,0,Not Eligible,0,2024-s1
2867,Male,31.0,21,90.0,65.63239548,Mid-High,4,Rural,0,Not Eligible,0,2024-s1
2868,Male,27.0,27,90.0,77.03993088,,1,Rural,0,Not Eligible,0,2024-s1
2869,Male,21.0,14,90.0,56.51678499,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
2870,Male,34.0,12,83.33333333,27.34683145,High,0,Urban,0,Not Eligible,0,2024-s1
2871,Male,19.0,12,83.33333333,27.34683145,,0,Urban,0,Not Eligible,0,2024-s1
2872,Male,40.0,14,90.0,57.88412657,,0,Rural,0,Not Eligible,0,2024-s1
2873,Male,46.0,12,83.33333333,0.0,Mid-Low,4,Urban,1,Eligible,1,2024-s1
2874,Male,34.0,21,90.0,70.37251293,High,1,Rural,0,Not Eligible,0,2024-s1
2875,Male,18.0,27,90.0,76.31068204,Mid-High,0,Rural,1,Eligible,1,2024-s1
2876,Male,19.0,21,90.0,65.63239548,Mid-Low,1,Rural,1,Eligible,1,2024-s1
2877,Male,40.0,14,90.0,58.65895346,Mid-High,4,Rural,1,Not Eligible,0,2024-s1
2878,Male,20.0,27,90.0,80.71221968,High,1,Urban,0,Not Eligible,0,2024-s1
2879,Male,35.0,14,90.0,63.35349286,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
2880,Male,23.0,21,90.0,71.10176177,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
2881,Male,19.0,14,90.0,64.61421434,High,3,Urban,0,Not Eligible,0,2024-s1
2882,Male,21.0,27,90.0,76.49516464,Mid-High,4,Urban,0,Eligible,1,2024-s1
2883,Male,20.0,27,90.0,75.07356348,High,2,Urban,0,Not Eligible,0,2024-s1
2884,Male,30.0,12,83.33333333,0.0,Mid-High,4,Urban,0,Eligible,1,2024-s1
2885,Male,44.0,21,90.0,66.088176,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
2886,Male,19.0,27,90.0,74.46151535,High,0,Urban,0,Not Eligible,0,2024-s1
2887,Male,22.0,27,90.0,74.26618083,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
2888,Male,18.0,27,90.0,77.11806469,High,1,Urban,0,Not Eligible,0,2024-s1
2889,Male,21.0,27,90.0,72.6058375,Mid-High,4,Urban,0,Eligible,1,2024-s1
2890,Male,18.0,27,90.0,76.32695992,Mid-High,2,Urban,1,Not Eligible,0,2024-s1
2891,Male,21.0,14,90.0,64.74362346,Mid-High,4,Rural,0,Not Eligible,0,2024-s1
2892,Male,31.0,27,90.0,81.28845648,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
2893,Male,21.0,14,90.0,60.16302919,High,0,Rural,0,Not Eligible,0,2024-s1
2894,Male,24.0,14,90.0,57.42834604,High,0,Urban,0,Not Eligible,0,2024-s1
2895,Male,20.0,14,90.0,63.26233675,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
2896,Male,22.0,12,83.33333333,31.90463669,High,3,Urban,0,Not Eligible,0,2024-s1
2897,Male,19.0,21,90.0,66.99973705,Mid-Low,3,Urban,1,Eligible,1,2024-s1
2898,Male,19.0,27,90.0,77.48268911,,2,Urban,0,Not Eligible,0,2024-s1
2899,Male,23.0,21,90.0,65.8045084,High,0,Rural,0,Not Eligible,0,2024-s1
2900,Male,18.0,27,90.0,75.65956701,High,1,Rural,0,Not Eligible,0,2024-s1
2901,Male,29.0,27,90.0,82.86089929,Mid-High,3,Rural,0,Not Eligible,0,2024-s1
2902,Male,29.0,27,90.0,85.68673854,High,0,Rural,0,Not Eligible,0,2024-s1
2903,Male,20.0,14,90.0,63.07134301,High,3,Urban,0,Not Eligible,0,2024-s1
2904,Male,24.0,21,90.0,70.41809098,High,2,Urban,0,Not Eligible,0,2024-s1
2905,Male,21.0,21,90.0,66.31606626,High,1,Rural,0,Not Eligible,0,2024-s1
2906,Male,25.0,27,90.0,79.3058112,Mid-Low,5,Rural,1,Eligible,1,2024-s1
2907,Male,26.0,14,90.0,61.75826102,,2,Urban,0,Not Eligible,0,2024-s1
2908,Male,18.0,21,90.0,71.10176177,Mid-Low,3,Rural,1,Eligible,1,2024-s1
2909,Male,19.0,21,90.0,69.7995317,Mid-Low,4,Urban,1,Eligible,1,2024-s1
2910,Male,27.0,27,90.0,77.4175776,High,1,Urban,0,Not Eligible,0,2024-s1
2911,Male,21.0,14,90.0,63.56619043,Mid-High,3,Rural,0,Not Eligible,0,2024-s1
2912,Male,20.0,12,83.33333333,31.44885617,High,0,Rural,0,Not Eligible,0,2024-s1
2913,Male,21.0,21,90.0,70.64598124,High,3,Rural,0,Not Eligible,0,2024-s1
2914,Male,22.0,21,90.0,65.81470769,,0,Urban,0,Not Eligible,0,2024-s1
2915,Male,18.0,14,90.0,63.71811728,Mid-Low,4,Urban,1,Eligible,1,2024-s1
2916,Male,25.0,14,90.0,64.06971939,High,1,Urban,0,Not Eligible,0,2024-s1
2917,Male,25.0,21,90.0,65.90586379,High,3,Rural,0,Not Eligible,0,2024-s1
2918,Male,18.0,21,90.0,70.64598124,High,1,Urban,0,Not Eligible,0,2024-s1
2919,Male,18.0,21,90.0,66.31606626,Mid-Low,1,Urban,1,Eligible,1,2024-s1
2920,Male,22.0,14,90.0,64.72083443,High,3,Urban,0,Not Eligible,0,2024-s1
2921,Male,19.0,21,90.0,65.08545885,High,3,Urban,0,Not Eligible,0,2024-s1
2922,Male,19.0,27,90.0,79.3058112,,3,Urban,0,Not Eligible,0,2024-s1
2923,Male,19.0,21,90.0,66.19398219,High,1,Rural,0,Not Eligible,0,2024-s1
2924,Male,45.0,14,90.0,61.53037076,High,2,Urban,0,Not Eligible,0,2024-s1
2925,Male,52.0,21,90.0,65.63239548,High,3,Rural,0,Not Eligible,0,2024-s1
2926,Male,19.0,27,90.0,86.8847902,High,3,Urban,0,Not Eligible,0,2024-s1
2927,Male,21.0,21,90.0,67.05443071,High,2,Rural,0,Not Eligible,0,2024-s1
2928,Male,35.0,27,90.0,77.02690858,Mid-High,0,Rural,0,Not Eligible,0,2024-s1
2929,Male,47.0,12,83.33333333,0.0,High,3,Urban,0,Not Eligible,0,2024-s1
2930,Male,41.0,14,90.0,60.84669997,Mid-High,2,Urban,1,Not Eligible,0,2024-s1
2931,Female,51.0,12,83.33333333,30.76518538,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
2932,Female,43.0,14,90.0,63.35349286,High,2,Urban,0,Not Eligible,0,2024-s1
2933,Female,41.0,14,90.0,61.43921466,High,0,Rural,0,Not Eligible,0,2024-s1
2934,Male,23.0,14,90.0,62.36942127,,1,Urban,0,Not Eligible,0,2024-s1
2935,Male,25.0,14,90.0,58.79568762,Mid-Low,4,Urban,1,Eligible,1,2024-s1
2936,Male,25.0,14,90.0,60.59276511,Mid-High,2,Rural,0,Not Eligible,0,2024-s1
2937,Male,22.0,21,90.0,68.94716293,Mid-Low,4,Urban,1,Eligible,1,2024-s1
2938,Male,24.0,27,90.0,73.75831111,Mid-High,4,Urban,1,Not Eligible,0,2024-s1
2939,Male,43.0,27,90.0,73.77567418,High,2,Urban,0,Not Eligible,0,2024-s1
2940,Male,36.0,14,90.0,62.89771233,Mid-Low,1,Rural,1,Eligible,1,2024-s1
2941,Male,29.0,14,90.0,61.59548226,High,2,Urban,0,Not Eligible,0,2024-s1
2942,Male,35.0,21,90.0,66.41373352,High,1,Urban,0,Not Eligible,0,2024-s1
2943,Male,18.0,21,90.0,65.90586379,Mid-High,1,Rural,0,Eligible,1,2024-s1
2944,Male,24.0,27,90.0,87.50986064,Mid-High,1,Urban,0,Eligible,1,2024-s1
2945,Male,18.0,21,90.0,68.82285915,Mid-High,1,Rural,0,Eligible,1,2024-s1
2946,Male,21.0,12,83.33333333,31.90463669,Mid-High,2,Rural,1,Not Eligible,0,2024-s1
2947,Male,21.0,21,90.0,70.00788851,,3,Rural,0,Not Eligible,0,2024-s1
2948,Male,32.0,21,90.0,70.54831399,,2,Rural,0,Not Eligible,0,2024-s1
2949,Male,22.0,21,90.0,67.9112981,Mid-Low,5,Rural,1,Eligible,1,2024-s1
2950,Male,32.0,21,90.0,69.53553415,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
2951,Male,35.0,12,83.33333333,38.28556403,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
2952,Male,39.0,14,90.0,61.25690245,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
2953,Male,35.0,12,83.33333333,27.34683145,,0,Urban,0,Not Eligible,0,2024-s1
2954,Male,32.0,27,90.0,100.0,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
2955,Male,34.0,21,90.0,65.45008327,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
2956,Male,44.0,27,90.0,81.2200894,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
2957,Male,53.0,21,90.0,68.36707862,High,1,Urban,0,Not Eligible,0,2024-s1
2958,Male,31.0,27,90.0,73.89721565,Mid-High,0,Rural,1,Not Eligible,0,2024-s1
2959,Male,44.0,12,83.33333333,32.81619774,,1,Rural,0,Not Eligible,0,2024-s1
2960,Male,21.0,27,90.0,77.02690858,High,2,Rural,0,Not Eligible,0,2024-s1
2961,Male,20.0,27,90.0,81.49355772,High,0,Rural,0,Not Eligible,0,2024-s1
2962,Male,55.0,27,90.0,76.57112806,High,0,Rural,0,Not Eligible,0,2024-s1
2963,Male,27.0,14,90.0,62.89771233,High,1,Rural,0,Not Eligible,0,2024-s1
2964,Male,18.0,21,90.0,67.82014199,Mid-High,3,Urban,1,Not Eligible,0,2024-s1
2965,Male,43.0,12,83.33333333,32.13252695,High,2,Urban,0,Not Eligible,0,2024-s1
2966,Male,29.0,14,90.0,63.03444649,,3,Urban,0,Not Eligible,0,2024-s1
2967,Male,44.0,12,83.33333333,31.64419068,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
2968,Male,20.0,21,90.0,71.46638619,Mid-Low,3,Rural,1,Eligible,1,2024-s1
2969,Male,20.0,21,90.0,69.50652993,High,3,Urban,0,Not Eligible,0,2024-s1
2970,Male,18.0,14,90.0,59.02357788,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
2971,Male,20.0,27,90.0,80.21737225,High,2,Urban,0,Not Eligible,0,2024-s1
2972,Male,28.0,27,90.0,73.83644491,Mid-High,4,Urban,0,Eligible,1,2024-s1
2973,Male,23.0,21,90.0,68.0024542,High,1,Urban,0,Not Eligible,0,2024-s1
2974,Male,18.0,21,90.0,65.06201871,Mid-High,4,Rural,1,Not Eligible,0,2024-s1
2975,Male,23.0,14,90.0,60.16302919,,0,Urban,0,Not Eligible,0,2024-s1
2976,Male,22.0,21,90.0,68.54939083,Mid-High,0,Urban,0,Eligible,1,2024-s1
2977,Male,21.0,21,90.0,68.0438888,Mid-High,0,Rural,0,Not Eligible,0,2024-s1
2978,Male,45.0,27,90.0,81.03777719,High,1,Rural,0,Not Eligible,0,2024-s1
2979,Male,44.0,14,90.0,64.2650539,,2,Urban,0,Not Eligible,0,2024-s1
2980,Male,20.0,27,90.0,74.42244844,Mid-High,0,Urban,1,Eligible,1,2024-s1
2981,Male,20.0,21,90.0,65.40450522,High,2,Urban,0,Not Eligible,0,2024-s1
2982,Male,19.0,21,90.0,66.45280042,High,2,Rural,0,Not Eligible,0,2024-s1
2983,Male,26.0,14,90.0,57.23301153,High,3,Urban,0,Not Eligible,0,2024-s1
2984,Male,31.0,27,90.0,75.20378648,,2,Urban,0,Not Eligible,0,2024-s1
2985,Male,19.0,27,90.0,72.92488386,Mid-Low,2,Urban,1,Eligible,1,2024-s1
2986,Male,28.0,27,90.0,73.38066439,Mid-High,4,Rural,0,Not Eligible,0,2024-s1
2987,Female,43.0,21,90.0,69.73442019,,2,Urban,0,Not Eligible,0,2024-s1
2988,Male,25.0,12,83.33333333,0.0,Mid-Low,2,Urban,0,Eligible,1,2024-s1
2989,Female,40.0,21,90.0,68.36707862,High,1,Urban,0,Not Eligible,0,2024-s1
2990,Female,20.0,27,90.0,73.03882899,Mid-High,0,Urban,1,Not Eligible,0,2024-s1
2991,Female,46.0,21,90.0,70.19020072,High,1,Urban,0,Not Eligible,0,2024-s1
2992,Female,26.0,21,90.0,67.88762119,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
2993,Female,34.0,21,90.0,69.96621715,Mid-Low,5,Urban,1,Eligible,1,2024-s1
2994,Female,18.0,27,90.0,74.30524774,Mid-Low,3,Rural,0,Eligible,1,2024-s1
2995,Female,18.0,14,90.0,61.75066468,High,1,Urban,0,Not Eligible,0,2024-s1
2996,Male,37.0,21,90.0,65.24172646,Mid-Low,3,Rural,0,Eligible,1,2024-s1
2997,Male,23.0,12,83.33333333,0.0,Mid-High,2,Urban,0,Eligible,1,2024-s1
2998,Male,26.0,27,90.0,75.51932685,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
2999,Female,18.0,21,90.0,65.61872206,High,0,Urban,0,Not Eligible,0,2024-s1
3000,Female,19.0,21,90.0,71.8157094,High,2,Rural,0,Not Eligible,0,2024-s1
3001,Female,19.0,21,90.0,71.46638619,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
3002,Male,20.0,21,90.0,66.31606626,Mid-High,2,Urban,0,Not Eligible,0,2024-s1
3003,Female,22.0,21,90.0,66.088176,Mid-High,1,Rural,0,Eligible,1,2024-s1
3004,Female,18.0,21,90.0,66.80440254,Mid-Low,4,Rural,1,Eligible,1,2024-s1
3005,Female,18.0,21,90.0,70.19020072,Mid-Low,3,Urban,1,Eligible,1,2024-s1
3006,Female,18.0,21,90.0,70.51575824,Mid-High,0,Urban,0,Eligible,1,2024-s1
3007,Female,18.0,14,90.0,63.74416188,Mid-High,4,Urban,0,Not Eligible,0,2024-s1
3008,Female,19.0,27,90.0,73.73096428,Mid-High,2,Rural,0,Eligible,1,2024-s1
3009,Female,19.0,12,83.33333333,31.90463669,Mid-Low,2,Urban,1,Eligible,1,2024-s1
3010,Female,18.0,21,90.0,66.05311596,Mid-High,0,Urban,1,Not Eligible,0,2024-s1
3011,Female,18.0,27,90.0,74.74800596,Mid-Low,2,Urban,1,Eligible,1,2024-s1
3012,Female,18.0,27,90.0,76.838248,Mid-Low,3,Urban,1,Eligible,1,2024-s1
3013,Female,18.0,27,90.0,80.54292977,,0,Urban,0,Not Eligible,0,2024-s1
3014,Female,18.0,21,90.0,66.24769918,Mid-Low,5,Urban,1,Eligible,1,2024-s1
3015,Female,20.0,21,90.0,70.62319222,Mid-Low,5,Urban,1,Eligible,1,2024-s1
3016,Female,19.0,14,90.0,64.72083443,Mid-Low,5,Urban,1,Eligible,1,2024-s1
3017,Female,19.0,21,90.0,68.36707862,Mid-Low,4,Urban,1,Eligible,1,2024-s1
3018,Female,19.0,14,90.0,60.57323166,,1,Rural,0,Not Eligible,0,2024-s1
3019,Female,19.0,27,90.0,82.04049435,Mid-High,2,Urban,1,Not Eligible,0,2024-s1
3020,Female,19.0,27,90.0,83.53805893,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
3021,Female,18.0,21,90.0,65.35892716,Mid-High,1,Urban,0,Eligible,1,2024-s1
3022,Female,33.0,12,83.33333333,38.28556403,High,2,Rural,0,Not Eligible,0,2024-s1
3023,Female,19.0,12,83.33333333,35.09510036,Mid-High,3,Rural,0,Eligible,1,2024-s1
3024,Female,18.0,27,90.0,77.05946433,Mid-Low,3,Rural,1,Eligible,1,2024-s1
3025,Female,19.0,14,90.0,63.35349286,,1,Urban,0,Not Eligible,0,2024-s1
3026,Female,18.0,27,90.0,82.95205539,Mid-High,2,Urban,1,Not Eligible,0,2024-s1
3027,Female,20.0,21,90.0,70.19020072,High,1,Rural,0,Not Eligible,0,2024-s1
3028,Female,19.0,27,90.0,72.37338943,Mid-High,0,Urban,0,Not Eligible,0,2024-s1
3029,Male,18.0,27,90.0,77.02690858,Mid-Low,4,Urban,0,Eligible,1,2024-s1
3030,Male,19.0,12,83.33333333,27.34683145,Mid-Low,1,Rural,1,Eligible,1,2024-s1
3031,Female,25.0,21,90.0,70.02446235,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
3032,Female,20.0,27,90.0,73.38066439,Mid-Low,4,Urban,1,Eligible,1,2024-s1
3033,Male,33.0,12,83.33333333,28.71417302,Mid-High,2,Rural,0,Not Eligible,0,2024-s1
3034,Male,18.0,14,90.0,57.42834604,High,0,Urban,0,Not Eligible,0,2024-s1
3035,Female,19.0,14,90.0,60.61880971,Mid-High,3,Urban,1,Not Eligible,0,2024-s1
3036,Female,18.0,21,90.0,71.37523008,,2,Urban,0,Not Eligible,0,2024-s1
3037,Female,18.0,21,90.0,71.50512753,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
3038,Female,37.0,12,83.33333333,29.39784381,High,2,Urban,0,Not Eligible,0,2024-s1
3039,Female,20.0,12,83.33333333,32.81619774,Mid-High,1,Urban,0,Not Eligible,0,2024-s1
3040,Female,20.0,27,90.0,74.74800596,Mid-Low,2,Urban,1,Eligible,1,2024-s1
3041,Male,21.0,21,90.0,70.45064673,Mid-High,4,Urban,1,Not Eligible,0,2024-s1
3042,Female,18.0,27,90.0,77.26348038,Mid-Low,5,Urban,0,Eligible,1,2024-s1
3043,Female,26.0,14,90.0,59.79840477,High,2,Urban,0,Not Eligible,0,2024-s1
3044,Female,41.0,21,90.0,65.08545885,High,3,Urban,0,Not Eligible,0,2024-s1
3045,Female,18.0,27,90.0,77.48268911,Mid-High,1,Urban,0,Eligible,1,2024-s1
3046,Female,18.0,27,90.0,78.77254799,Mid-High,3,Urban,0,Not Eligible,0,2024-s1
3047,Female,31.0,27,90.0,87.11674993,,0,Urban,0,Not Eligible,0,2024-s1
3048,Female,23.0,27,90.0,73.26671926,Mid-High,1,Rural,0,Not Eligible,0,2024-s1
3049,Female,19.0,27,90.0,81.94933824,High,1,Urban,0,Not Eligible,0,2024-s1
3050,Female,40.0,27,90.0,82.12730968,,1,Urban,0,Not Eligible,0,2024-s1
3051,Female,32.0,14,90.0,61.53037076,High,2,Rural,0,Not Eligible,0,2024-s1
3052,Female,18.0,27,90.0,76.47997195,High,0,Urban,0,Not Eligible,0,2024-s1
3053,Female,18.0,21,90.0,70.64598124,,2,Urban,0,Not Eligible,0,2024-s1
3054,Female,18.0,27,90.0,81.49355772,Mid-High,2,Rural,0,Not Eligible,0,2024-s1
3055,Female,26.0,14,90.0,63.58138312,High,3,Urban,0,Not Eligible,0,2024-s1
3056,Female,19.0,27,90.0,76.11534753,High,2,Rural,0,Not Eligible,0,2024-s1
